start_date,id,left,mid,right
2015-05-19,1,0.05319148936170213,0.4050632911392405,0.8831168831168831
2015-06-20,1,0.06521739130434782,0.43037974683544306,0.8441558441558441
2015-06-26,1,0.08080808080808081,0.358695652173913,0.7888888888888889
2015-07-09,1,0.053763440860215055,0.4358974358974359,0.8192771084337349
2015-07-20,1,0.0851063829787234,0.47435897435897434,0.8588235294117647
2015-07-22,1,0.05154639175257732,0.4606741573033708,0.7872340425531915
2015-07-22,2,0.10101010101010101,0.425531914893617,0.75
2015-07-23,1,0.03225806451612903,0.4375,0.9058823529411765
2015-08-07,1,0.15217391304347827,0.4819277108433735,0.8505747126436781
2015-08-13,1,0.0707070707070707,0.4725274725274725,0.865979381443299
2015-08-20,1,0.052083333333333336,0.575,0.9101123595505618
2015-08-26,1,0.09278350515463918,0.45054945054945056,0.8404255319148937
2015-08-28,1,0.17708333333333334,0.5542168674698795,0.9058823529411765
2015-08-28,2,0.16666666666666666,0.5185185185185185,0.8928571428571429
2015-09-04,1,0.10101010101010101,0.4787234042553192,0.8947368421052632
2015-09-11,1,0.1348314606741573,0.52,0.8837209302325582
2015-09-17,1,0.0425531914893617,0.47619047619047616,0.8876404494382022
2015-09-24,1,0.10638297872340426,0.525,0.8735632183908046
2015-10-01,1,0.14893617021276595,0.6,0.896551724137931
2015-10-08,1,0.1111111111111111,0.5466666666666666,0.8651685393258427
2015-10-14,1,0.061855670103092786,0.5368421052631579,0.8695652173913043
2015-10-15,1,0.13978494623655913,0.5189873417721519,0.8705882352941177
2015-10-22,1,0.11956521739130435,0.5375,0.8620689655172413
2015-10-29,1,0.08080808080808081,0.4020618556701031,0.9052631578947369
2015-10-29,2,0.052083333333333336,0.5308641975308642,0.9101123595505618
2015-11-05,1,0.16483516483516483,0.5256410256410257,0.896551724137931
2015-11-13,1,0.13978494623655913,0.5128205128205128,0.9069767441860465
2015-11-15,1,0.061224489795918366,0.44565217391304346,0.9157894736842105
2015-11-16,1,0.14130434782608695,0.573170731707317,0.8681318681318682
2015-11-23,1,0.07142857142857142,0.45121951219512196,0.9213483146067416
2015-11-27,1,0.0707070707070707,0.5212765957446809,0.9042553191489362
2015-12-02,1,0.08333333333333333,0.5333333333333333,0.8977272727272727
2015-12-03,1,0.18888888888888888,0.4935064935064935,0.8876404494382022
2015-12-11,1,0.13043478260869565,0.5121951219512195,0.8604651162790697
2015-12-16,1,0.041666666666666664,0.4868421052631579,0.9111111111111111
2015-12-16,2,0.15053763440860216,0.5833333333333334,0.8604651162790697
2015-12-16,3,0.09574468085106383,0.5066666666666667,0.8275862068965517
2015-12-17,1,0.1134020618556701,0.5,0.9072164948453608
2016-01-08,1,0.16129032258064516,0.5443037974683544,0.8837209302325582
2016-01-14,1,0.14130434782608695,0.5443037974683544,0.8505747126436781
2016-01-21,1,0.06060606060606061,0.5222222222222223,0.9583333333333334
2016-02-02,1,0.07446808510638298,0.4146341463414634,0.898876404494382
2016-02-02,2,0.11578947368421053,0.5063291139240507,0.9058823529411765
2016-02-03,1,0.14130434782608695,0.5064935064935064,0.8571428571428571
2016-02-10,1,0.08695652173913043,0.4878048780487805,0.8876404494382022
2016-02-11,1,0.06382978723404255,0.6707317073170732,0.9101123595505618
2016-02-15,1,0.09574468085106383,0.47560975609756095,0.8977272727272727
2016-02-15,2,0.14285714285714285,0.5,0.8837209302325582
2016-02-24,1,0.07,0.4782608695652174,0.8762886597938144
2016-02-26,1,0.12087912087912088,0.5061728395061729,0.8876404494382022
2016-03-04,1,0.14130434782608695,0.47297297297297297,0.8414634146341463
2016-03-10,1,0.0967741935483871,0.5512820512820513,0.891566265060241
2016-03-11,1,0.0989010989010989,0.4805194805194805,0.8554216867469879
2016-03-16,1,0.053763440860215055,0.5063291139240507,0.898876404494382
2016-03-16,2,0.10227272727272728,0.4857142857142857,0.8588235294117647
2016-03-17,1,0.10638297872340426,0.4567901234567901,0.9
2016-03-17,2,0.05319148936170213,0.5063291139240507,0.8588235294117647
2016-03-17,3,0.12371134020618557,0.4578313253012048,0.875
2016-03-17,4,0.06060606060606061,0.46153846153846156,0.9
2016-03-18,1,0.10112359550561797,0.527027027027027,0.8571428571428571
2016-03-20,1,0.05154639175257732,0.5540540540540541,0.8588235294117647
2016-03-24,1,0.11827956989247312,0.4823529411764706,0.8620689655172413
2016-03-24,2,0.12359550561797752,0.4788732394366197,0.872093023255814
2016-03-26,1,0.031578947368421054,0.4166666666666667,0.9156626506024096
2016-03-28,1,0.08695652173913043,0.4605263157894737,0.8846153846153846
2016-03-29,1,0.07216494845360824,0.4823529411764706,0.8709677419354839
2016-04-01,1,0.11235955056179775,0.52,0.8470588235294118
2016-04-08,1,0.08333333333333333,0.39285714285714285,0.8817204301075269
2016-04-08,2,0.13043478260869565,0.4722222222222222,0.8837209302325582
2016-04-11,1,0.06451612903225806,0.4805194805194805,0.8817204301075269
2016-04-15,1,0.13333333333333333,0.47368421052631576,0.8433734939759037
2016-04-17,1,0.09473684210526316,0.5316455696202531,0.9090909090909091
2016-04-20,1,0.05263157894736842,0.4642857142857143,0.898876404494382
2016-04-20,2,0.14130434782608695,0.5342465753424658,0.8409090909090909
2016-04-22,1,0.09473684210526316,0.47560975609756095,0.8850574712643678
2016-04-22,2,0.0989010989010989,0.5633802816901409,0.9294117647058824
2016-04-26,1,0.12359550561797752,0.4805194805194805,0.8735632183908046
2016-04-28,1,0.050505050505050504,0.43956043956043955,0.875
2016-04-29,1,0.11956521739130435,0.5526315789473685,0.8953488372093024
2016-05-05,1,0.125,0.5211267605633803,0.8409090909090909
2016-05-06,1,0.05319148936170213,0.4533333333333333,0.9523809523809523
2016-05-06,2,0.10344827586206896,0.5081967213114754,0.9176470588235294
2016-05-06,3,0.0967741935483871,0.4864864864864865,0.9111111111111111
2016-05-07,1,0.12790697674418605,0.6885245901639344,0.8961038961038961
2016-05-11,1,0.12903225806451613,0.4533333333333333,0.8829787234042553
2016-05-11,2,0.14606741573033707,0.5492957746478874,0.8735632183908046
2016-05-13,1,0.053763440860215055,0.5,0.9340659340659341
2016-05-14,1,0.12048192771084337,0.6507936507936508,0.9230769230769231
